Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Flow IAT Mean,Fwd IAT Mean,Fwd Header Length,Flow IAT Std,Flow Bytes/s
649576.6639709473,21,0,21489,0,1472,20,1023.2857142857143,32478.833198547363,32478.833198547363,420,69193.89493676172,33081.54555404581
636672.2583770752,24,0,1421,0,487,20,59.208333333333336,27681.402538133705,27681.402538133705,480,61394.31132607875,2231.9175703088345
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0
1004.4574737548828,3,0,84,0,44,20,28.0,502.2287368774414,502.2287368774414,60,710.2586911055862,83627.23380014242
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1009951.5914916992,2712,0,54240,0,20,20,20.0,372.53839597628155,372.53839597628155,54240,637.3834121529138,53705.544361673295
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
655655.3840637207,21,0,22654,0,1472,20,1078.7619047619048,32782.769203186035,32782.769203186035,420,68807.2305280473,34551.687594772106
641388.4162902832,22,0,1381,0,487,20,62.77272727272727,30542.305537632532,30542.305537632532,440,65863.97119584195,2153.141473909905
356414.3180847168,6,0,1538,0,810,20,256.3333333333333,71282.86361694336,71282.86361694336,120,118154.51306112867,4315.202622231439
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
303750.51498413086,6,0,329,0,101,20,54.833333333333336,60750.10299682617,60750.10299682617,120,81877.17246924803,1083.1257356623355
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
998450.0408172607,2701,0,54020,0,20,20,20.0,369.79631141380025,369.79631141380025,54020,741.3907859726402,54103.85877272642
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
716056.8237304688,23,0,23152,0,1472,20,1006.6086956521739,32548.037442294033,32548.037442294033,460,67123.17595860844,32332.629524266154
703696.9661712646,25,0,1474,0,485,20,58.96,29320.706923802692,29320.706923802692,500,64157.21653003762,2094.651633955262
749577.522277832,13,0,12418,0,1472,20,955.2307692307693,62464.79352315267,62464.79352315267,272,113003.84698629996,16566.665396080607
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
337828.3977508545,6,0,1357,0,773,20,226.16666666666666,67565.6795501709,67565.6795501709,120,119521.58756773258,4016.8322409674265
285290.9564971924,7,0,419,0,101,20,59.857142857142854,47548.492749532066,47548.492749532066,140,104771.033384002,1468.6760672139408
506368.39866638184,7,0,556,0,245,20,79.42857142857143,84394.73311106364,84394.73311106364,152,127605.1335828862,1098.0148079231099
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
100779.05654907227,2,0,266,0,133,133,133.0,100779.05654907227,100779.05654907227,16,0.0,2639.4372909263825
663899.1832733154,6,0,1065,0,965,20,177.5,132779.8366546631,132779.8366546631,120,135353.72289666004,1604.1592260274833
1026271.1048126221,1148,0,22960,0,20,20,20.0,894.7437705428266,894.7437705428266,22960,2465.481356501776,22372.256114715485
8476.018905639648,3,0,84,0,44,20,28.0,4238.009452819824,4238.009452819824,60,5993.450445643175,9910.312958847853
442130.56564331055,7,0,1598,0,964,20,228.28571428571428,73688.42760721843,73688.42760721843,140,81108.39752540416,3614.3169556143935
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
347988.8439178467,6,0,329,0,101,20,54.833333333333336,69597.76878356934,69597.76878356934,120,50385.71697062271,945.432607252405
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
9950.637817382812,19,0,22800,0,1472,35,1200.0,552.8132120768229,552.8132120768229,380,2345.387825934231,2291310.408280621
16252.756118774414,18,0,360,0,20,20,20.0,956.0444775749655,956.0444775749655,360,1266.3806235857555,22150.089336795318
1007498.9795684814,2083,0,41660,0,20,20,20.0,483.90921208860783,483.90921208860783,41660,796.9336661137087,41349.917811175605
786114.9311065674,21,0,1649,0,486,20,78.52380952380952,39305.74655532837,39305.74655532837,420,71616.77139994864,2097.657651253107
718163.013458252,21,0,21345,0,1472,20,1016.4285714285714,35908.1506729126,35908.1506729126,420,79917.90771084192,29721.664301834477
362082.24296569824,6,0,1297,0,678,20,216.16666666666666,72416.44859313965,72416.44859313965,120,80148.2482024249,3582.059118328183
262824.29695129395,6,0,271,0,101,20,45.166666666666664,52564.85939025879,52564.85939025879,120,102022.92893071653,1031.1071051784118
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1003041.2673950195,2850,0,57000,0,20,20,20.0,352.06783692348876,352.06783692348876,57000,580.7189150479848,56827.17337047725
564435.9588623047,7,0,976,0,489,20,139.42857142857142,94072.65981038411,94072.65981038411,140,116633.00243914821,1729.1598536125464
614274.5018005371,5,0,1552,0,1406,20,310.4,153568.62545013428,153568.62545013428,100,141777.72659415528,2526.557744869499
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
610521.3165283203,5,0,309,0,101,20,61.8,152630.32913208008,152630.32913208008,100,163461.89566210372,506.1248340305353
604597.0916748047,5,0,584,0,473,20,116.8,151149.27291870117,151149.27291870117,100,147536.94116584002,965.9325326594802
1.0,1,0,133,0,133,133,133.0,0.0,0.0,8,0.0,133000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1023027.6584625244,2414,0,48280,0,20,20,20.0,423.96504702135286,423.96504702135286,48280,985.5063372235908,47193.24995822544
1003806.5910339355,9,0,2075,0,741,20,230.55555555555554,125475.82387924194,125475.82387924194,180,151089.2578539188,2067.131276616464
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
670001.9836425781,8,0,369,0,101,20,46.125,95714.56909179688,95714.56909179688,160,126082.93547760563,550.7446380887853
895988.4643554688,7,0,4536,0,1472,20,648.0,149331.41072591147,149331.41072591147,164,261801.35579468746,5062.56517851821
574638.3666992188,7,0,2628,0,1436,20,375.42857142857144,95773.06111653645,95773.06111653645,140,127361.51784535548,4573.311063609448
507070.77980041504,8,0,1061,0,487,20,132.625,72438.68282863071,72438.68282863071,160,101613.23559322605,2092.410058449066
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
506343.12629699707,15,0,13572,0,1472,20,904.8,36167.366164071216,36167.366164071216,312,91020.41327060589,26803.95821555856
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1010695.6958770752,2401,0,48020,0,20,20,20.0,421.123206615448,421.123206615448,48020,742.0418625342203,47511.82793781323
763169.527053833,6,0,647,0,516,20,107.83333333333333,152633.9054107666,152633.9054107666,120,157993.4084350516,847.78018128908
713606.8344116211,8,0,439,0,101,20,54.875,101943.83348737445,101943.83348737445,160,120154.6911070512,615.1846911079008
659001.5888214111,19,0,21313,0,1472,20,1121.7368421052631,36611.199378967285,36611.199378967285,380,94806.47970186242,32341.34843000478
604115.7245635986,19,0,847,0,487,20,44.578947368421055,33561.9846979777,33561.9846979777,380,86624.54412273286,1402.0492524207282
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
405906.67724609375,4,0,131,0,47,20,32.75,135302.2257486979,135302.2257486979,80,234350.32937389877,322.7342819013965
656916.1415100098,11,0,1357,0,978,20,123.36363636363636,65691.61415100098,65691.61415100098,220,112057.50058917326,2065.7126751075925
96482.51533508301,2,0,64,0,32,32,32.0,96482.51533508301,96482.51533508301,64,0.0,663.3326233020409
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1004750.4901885986,2694,0,53880,0,20,20,20.0,373.097099958633,373.097099958633,53880,631.1698682897437,53625.25375816075
361311.674118042,4,0,859,0,768,20,214.75,120437.22470601399,120437.22470601399,80,164516.9307627403,2377.448783233506
588882.2078704834,20,0,22215,0,1472,20,1110.75,30993.800414235968,30993.800414235968,400,87988.39024816972,37724.01288932453
526390.790939331,20,0,866,0,486,20,43.3,27704.778470491106,27704.778470491106,400,78883.66232937752,1645.1655593264557
257890.7012939453,4,0,231,0,101,20,57.75,85963.56709798177,85963.56709798177,80,114868.85965006576,895.7283021100667
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
983381.2713623047,1122,0,22440,0,20,20,20.0,877.2357460859096,877.2357460859096,22440,2325.1381264832394,22819.226533482033
604505.0621032715,9,0,2599,0,1229,20,288.77777777777777,75563.13276290894,75563.13276290894,180,84377.42906812152,4299.385005904212
551246.166229248,10,0,409,0,101,20,40.9,61249.57402547201,61249.57402547201,200,74168.02507836085,741.9552734447648
601954.460144043,5,0,2290,0,1405,20,458.0,150488.61503601074,150488.61503601074,100,174432.37922966105,3804.2744952035423
545197.4868774414,5,0,569,0,489,20,113.8,136299.37171936035,136299.37171936035,100,162351.6383089526,1043.658515850623
305563.68827819824,2,0,64,0,32,32,32.0,305563.68827819824,305563.68827819824,64,0.0,209.44897072237086
272597.5513458252,3,0,589,0,537,20,196.33333333333334,136298.7756729126,136298.7756729126,72,160161.90185146034,2160.6943902910466
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1001213.788986206,1372,0,27440,0,20,20,20.0,730.2799336150299,730.2799336150299,27440,1814.14323363873,27406.734008113075
897207.7369689941,14,0,1630,0,966,20,116.42857142857143,69015.9797668457,69015.9797668457,280,101867.99734664593,1816.7475968347894
647382.4977874756,15,0,14186,0,1472,20,945.7333333333333,46241.606984819686,46241.606984819686,300,121012.10276023205,21912.856848127238
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
279616.117477417,2,0,79,0,59,20,39.5,279616.117477417,279616.117477417,40,0.0,282.53020860423175
203372.47848510742,2,0,79,0,59,20,39.5,203372.47848510742,203372.47848510742,40,0.0,388.4498069181225
474717.8554534912,8,0,1400,0,743,20,175.0,67816.83649335589,67816.83649335589,160,68037.6634276029,2949.1201645714377
379124.87983703613,10,0,537,0,101,20,53.7,42124.98664855957,42124.98664855957,200,47031.41574983585,1416.4198356774298
168259.3822479248,20,0,23416,0,1472,51,1170.8,8855.756960417095,8855.756960417095,400,37657.74422031482,139166.0880193728
168312.31117248535,18,0,360,0,20,20,20.0,9900.724186616786,9900.724186616786,360,36697.40474160392,2138.8809736625526
1004129.8866271973,2985,0,59700,0,20,20,20.0,336.50465369544145,336.50465369544145,59700,557.1118385857814,59454.459821456134
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
854371.5476989746,24,0,2045,0,489,20,85.20833333333333,37146.5890303902,37146.5890303902,480,76657.17558825367,2393.5722175061546
870650.2914428711,24,0,22530,0,1472,20,938.75,37854.360497516136,37854.360497516136,480,76581.92172684481,25877.20950815111
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
359959.1255187988,4,0,752,0,661,20,188.0,119986.37517293294,119986.37517293294,80,163884.84008701355,2089.1260887362246
258321.04682922363,5,0,251,0,101,20,50.2,64580.26170730591,64580.26170730591,100,102659.84894776439,971.6591159756967
996906.7573547363,2547,0,50940,0,20,20,20.0,391.5580350961258,391.5580350961258,50940,834.96815957087,51098.05869424322
564624.7863769531,5,0,1714,0,1472,20,342.8,141156.19659423828,141156.19659423828,100,162817.77639204919,3035.644274489403
457575.32119750977,5,0,568,0,488,20,113.6,114393.83029937744,114393.83029937744,100,132147.79407229225,1241.3256871316844
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
380016.3269042969,4,0,562,0,471,20,140.5,126672.10896809895,126672.10896809895,80,175362.54884789605,1478.8838273823267
280587.19635009766,5,0,251,0,101,20,50.2,70146.79908752441,70146.79908752441,100,114503.60636105633,894.5525785389696
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1012462.6159667969,2299,0,45980,0,20,20,20.0,440.58425411958086,440.58425411958086,45980,816.6983676343406,45414.02247834491
770256.757736206,7,0,1289,0,654,20,184.14285714285714,128376.12628936768,128376.12628936768,140,170399.5801095687,1673.467953450206
595304.2507171631,20,0,21962,0,1472,20,1098.1,31331.802669324374,31331.802669324374,400,78316.04758554097,36892.05977202813
668286.8003845215,8,0,369,0,101,20,46.125,95469.5429120745,95469.5429120745,160,116507.8009945763,552.1581449576489
580919.2657470703,21,0,924,0,489,20,44.0,29045.963287353516,29045.963287353516,420,73116.85473377624,1590.582468997173
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1005525.8274078369,2361,0,47220,0,20,20,20.0,426.07026585077836,426.07026585077836,47220,812.498390924999,46960.50435793309
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
611270.6661224365,6,0,1892,0,1229,20,315.3333333333333,122254.1332244873,122254.1332244873,120,158234.771287036,3095.191876295656
830136.0607147217,8,0,580,0,289,20,72.5,118590.86581638882,118590.86581638882,160,148148.45810135984,698.6806470021767
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
514661.5505218506,21,0,22642,0,1472,20,1078.1904761904761,25733.07752609253,25733.07752609253,420,65197.42664447221,43993.96064664579
459708.69064331055,20,0,1162,0,485,20,58.1,24195.194244384766,24195.194244384766,400,61726.25937520127,2527.687693643363
256075.38223266602,3,0,589,0,537,20,196.33333333333334,128037.69111633301,128037.69111633301,72,181072.6392716553,2300.103957141979
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1004005.1937103271,2854,0,57080,0,20,20,20.0,351.9120903295924,351.9120903295924,57080,556.1632421631775,56852.29554347163
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
680363.8935089111,7,0,1464,0,748,20,209.14285714285714,113393.98225148518,113393.98225148518,140,158979.75133520798,2151.7896730962034
705711.1263275146,14,0,5791,0,1472,20,413.64285714285717,54285.471255962664,54285.471255962664,280,105977.65442417933,8205.907182073313
706466.1979675293,17,0,15576,0,1472,20,916.2352941176471,44154.13737297058,44154.13737297058,340,124785.47943377413,22047.763990423653
1.0,1,0,133,0,133,133,133.0,0.0,0.0,8,0.0,133000000.0
560185.432434082,5,0,1543,0,1397,20,308.6,140046.3581085205,140046.3581085205,100,140623.30356292677,2754.4450652625055
494334.22088623047,7,0,751,0,488,20,107.28571428571429,82389.03681437175,82389.03681437175,140,107365.40331692783,1519.215074072002
264740.2286529541,7,0,419,0,101,20,59.857142857142854,44123.37144215902,44123.37144215902,140,86463.80095923245,1582.6835314449465
1004024.9824523926,2909,0,58180,0,20,20,20.0,345.2630613660222,345.2630613660222,58180,542.9946467648257,57946.76528654873
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
427.24609375,2,0,40,0,20,20,20.0,427.24609375,427.24609375,40,0.0,93622.85714285714
544185.8768463135,22,0,22279,0,1472,20,1012.6818181818181,25913.613183157784,25913.613183157784,452,71315.95026348223,40940.05549925717
489105.4630279541,29,0,1345,0,317,20,46.37931034482759,17468.05225099836,17468.05225099836,580,57783.500591045115,2749.9181703540457
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
311507.2250366211,5,0,1433,0,870,20,286.6,77876.80625915527,77876.80625915527,100,123042.99068711979,4600.214328356381
259782.7911376953,6,0,329,0,101,20,54.833333333333336,51956.55822753906,51956.55822753906,120,114693.79153208848,1266.4426252377002
997577.428817749,2960,0,59200,0,20,20,20.0,337.13329801208147,337.13329801208147,59200,557.4687411422598,59343.764493708746
509268.52226257324,6,0,1869,0,1472,20,311.5,101853.70445251465,101853.70445251465,120,105928.26687232767,3669.9696099347057
496764.4214630127,8,0,804,0,487,20,100.5,70966.34592328753,70966.34592328753,160,94764.49784486512,1618.4733955627355
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
319557.18994140625,3,0,1190,0,1110,20,396.6666666666667,159778.59497070312,159778.59497070312,60,225278.27703860946,3723.9030679240777
264952.4211883545,3,0,199,0,101,20,66.33333333333333,132476.21059417725,132476.21059417725,60,187349.65371407976,751.0782468318379
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,3,0,60,0,20,20,20.0,0.0,0.0,60,0.0,60000000.0
14643.669128417969,5,0,163,0,59,20,32.6,3660.917282104492,3660.917282104492,100,7321.834564208984,11131.090068381634
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
630788.5646820068,22,0,21713,0,1472,20,986.9545454545455,30037.550699143183,30037.550699143183,452,78060.08073977774,34421.99370076716
1001612.4248504639,2456,0,49120,0,20,20,20.0,407.9887677598631,407.9887677598631,49120,762.1551477995037,49040.925193528215
627786.6363525391,29,0,1047,0,68,20,36.10344827586207,22420.951298304968,22420.951298304968,580,66216.41320676362,1667.764076793836
502807.8556060791,7,0,2144,0,1472,20,306.2857142857143,83801.30926767986,83801.30926767986,152,129033.94536100455,4264.0543024445105
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
313545.46546936035,5,0,1240,0,677,20,248.0,78386.36636734009,78386.36636734009,100,123741.87306307019,3954.769360621395
260539.05487060547,5,0,309,0,101,20,61.8,65134.76371765137,65134.76371765137,100,128270.98622558228,1186.002613517817
503025.0549316406,8,0,4723,0,1472,20,590.375,71860.72213309152,71860.72213309152,172,122384.78759945775,9389.194342698973
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1008557.3196411133,2565,0,51300,0,20,20,20.0,393.3530887835855,393.3530887835855,51300,733.6641089061436,50864.734210897084
1528.5015106201172,4,0,104,0,44,20,26.0,509.50050354003906,509.50050354003906,80,882.4807586132742,68040.49539853376
250481.12869262695,5,0,532,0,428,20,106.4,62620.28217315674,62620.28217315674,100,125202.73812254034,2123.9124990243613
484072.9236602783,4,0,647,0,556,20,161.75,161357.64122009277,161357.64122009277,80,143721.22264983604,1336.5754793880265
428195.7149505615,4,0,760,0,665,20,190.0,142731.9049835205,142731.9049835205,80,122075.71415875496,1774.8893168810619
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
607746.6011047363,7,0,1318,0,679,20,188.28571428571428,101291.10018412273,101291.10018412273,140,98401.63806259018,2168.6670029979514
555716.9914245605,25,0,23542,0,1472,20,941.68,23154.87464269002,23154.87464269002,500,60931.64256973037,42363.28988187122
554315.5670166016,17,0,1100,0,487,20,64.70588235294117,34644.7229385376,34644.7229385376,340,76715.56561110038,1984.4292050471233
503258.94355773926,7,0,349,0,101,20,49.857142857142854,83876.49059295654,83876.49059295654,140,102293.84265512481,693.4799758008851
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1006200.5519866943,2854,0,57080,0,20,20,20.0,352.68158148850137,352.68158148850137,57080,626.8962075650145,56728.253514966076
