Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Flow IAT Mean,Fwd IAT Mean,Fwd Header Length,Flow IAT Std,Flow Bytes/s
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
805101.6330718994,10,0,2145,0,791,20,214.5,89455.73700798882,89455.73700798882,200,103545.4539861108,2664.259904449158
612843.0366516113,21,0,21548,0,1472,20,1026.095238095238,30642.151832580566,30642.151832580566,420,75969.99021031051,35160.716058277736
542861.9384765625,21,0,1185,0,488,20,56.42857142857143,27143.096923828125,27143.096923828125,420,62941.785938527595,2182.875453242263
694515.2282714844,8,0,427,0,101,20,53.375,99216.46118164062,99216.46118164062,160,94331.85601837929,614.8173324618401
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
793597.936630249,8,0,1346,0,647,20,168.25,113371.13380432129,113371.13380432129,160,139410.24677664848,1696.0729581976277
686889.8868560791,7,0,419,0,101,20,59.857142857142854,114481.64780934651,114481.64780934651,140,113543.28755974906,609.9958785501688
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
675726.8905639648,24,0,21729,0,1472,20,905.375,29379.43002452021,29379.43002452021,480,67037.96144418693,32156.482601816948
705894.4702148438,23,0,1370,0,491,20,59.56521739130435,32086.112282492897,32086.112282492897,460,73740.6522891966,1940.8000172929974
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
252445.69778442383,3,0,589,0,537,20,196.33333333333334,126222.84889221191,126222.84889221191,72,177122.9738040024,2333.1750359357557
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
766992.8073883057,8,0,2344,0,1472,20,293.0,109570.40105547223,109570.40105547223,160,126482.24972425289,3056.0912402576187
903416.3951873779,13,0,1616,0,972,20,124.3076923076923,75284.69959894817,75284.69959894817,260,116039.9624719716,1788.7654116182216
654443.5024261475,14,0,12669,0,1472,20,904.9285714285714,50341.80787893442,50341.80787893442,280,126277.57163446554,19358.431939554124
374762.53509521484,4,0,745,0,654,20,186.25,124920.84503173828,124920.84503173828,80,171228.3000606767,1987.925500105607
273308.27713012695,5,0,251,0,101,20,50.2,68327.06928253174,68327.06928253174,100,109023.78228183705,918.3768696492657
513687.8490447998,5,0,567,0,487,20,113.4,128421.96226119995,128421.96226119995,100,149041.56841542356,1103.7831653100884
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
326243.16215515137,13,0,3757,0,1404,20,289.0,27186.930179595947,27186.930179595947,260,62817.48344196713,11515.950174040076
111062.04986572266,8,0,4712,0,1404,20,589.0,15866.007123674664,15866.007123674664,160,39376.767171798914,42426.733575482795
292140.9606933594,30,0,31351,0,1472,20,1045.0333333333333,10073.826230805496,10073.826230805496,600,47665.056873282236,107314.6330647794
113994.35997009277,10,0,1135,0,864,20,113.5,12666.039996676975,12666.039996676975,200,17971.88112019707,9956.632944803368
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
729362.4877929688,21,0,22091,0,1472,20,1051.952380952381,36468.12438964844,36468.12438964844,420,82023.76319296155,30288.094561658596
661844.01512146,6,0,1491,0,875,20,248.5,132368.803024292,132368.803024292,120,158179.34959685444,2252.7966800853756
562300.6820678711,8,0,369,0,101,20,46.125,80328.66886683872,80328.66886683872,160,131546.33953241317,656.2325313976069
531908.0352783203,20,0,1164,0,487,20,58.2,27995.159751490544,27995.159751490544,400,67994.2385863136,2188.348215854529
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
280693.53103637695,2,0,79,0,59,20,39.5,280693.53103637695,280693.53103637695,40,0.0,281.44574514530535
204238.6531829834,2,0,79,0,59,20,39.5,204238.6531829834,204238.6531829834,40,0.0,386.80239400727726
681897.1633911133,7,0,1295,0,661,20,185.0,113649.52723185222,113649.52723185222,140,153361.8115412767,1899.1133407270556
547308.9218139648,21,0,21582,0,1472,20,1027.7142857142858,27365.446090698242,27365.446090698242,420,67628.19192862092,39432.94022774201
565397.5009918213,6,0,329,0,101,20,54.833333333333336,113079.50019836426,113079.50019836426,120,114477.31906569308,581.8915000912943
524306.7741394043,20,0,1166,0,489,20,58.3,27595.093375758122,27595.093375758122,400,66041.45706602074,2223.8888710028004
419453.85932922363,4,0,130,0,46,20,32.5,139817.9531097412,139817.9531097412,80,188501.23251603518,309.92681819137766
355153.32221984863,2,0,98,0,50,48,49.0,355153.32221984863,355153.32221984863,40,0.0,275.9371625400018
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0
735365.3907775879,11,0,1860,0,659,20,169.0909090909091,73536.53907775879,73536.53907775879,220,89189.25850250745,2529.3548259501367
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
624121.4275360107,15,0,707,0,101,20,47.13333333333333,44580.10196685791,44580.10196685791,300,66946.34401596911,1132.7923843140402
598639.4882202148,21,0,21585,0,1472,20,1027.857142857143,29931.974411010742,29931.974411010742,420,73956.86595536368,36056.75940986333
791119.0986633301,23,0,1365,0,486,20,59.34782608695652,35959.95903015137,35959.95903015137,460,83918.31422389475,1725.4039275581838
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
62582.73124694824,9,0,2910,0,1404,20,323.3333333333333,7822.84140586853,7822.84140586853,192,10741.294978417087,46498.45000400014
59581.99501037598,9,0,851,0,323,20,94.55555555555556,7447.749376296997,7447.749376296997,192,11075.204896950341,14282.83829455193
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
295399.90425109863,5,0,1758,0,1404,20,351.6,73849.97606277466,73849.97606277466,100,146369.4350357613,5951.254467928494
295399.90425109863,5,0,2304,0,1103,20,460.8,73849.97606277466,73849.97606277466,100,134981.67564860437,7799.596299264647
726384.162902832,23,0,22188,0,1472,20,964.695652173913,33017.46195012873,33017.46195012873,460,74174.276859045,30545.820150222735
791543.72215271,17,0,14310,0,1472,20,841.7647058823529,49471.48263454437,49471.48263454437,352,104147.74966912609,18078.59704967658
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
697004.5566558838,7,0,1595,0,960,20,227.85714285714286,116167.42610931396,116167.42610931396,140,139776.74446301284,2288.3638059018645
629791.0213470459,24,0,1123,0,486,20,46.791666666666664,27382.21831943678,27382.21831943678,480,77458.25372115975,1783.1311688090448
593235.0158691406,9,0,459,0,101,20,51.0,74154.37698364258,74154.37698364258,180,116157.68914623957,773.7237144161581
591141.7007446289,13,0,4823,0,1472,20,371.0,49261.80839538574,49261.80839538574,272,101592.6174924106,8158.788314078893
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
420887.94708251953,2,0,64,0,32,32,32.0,420887.94708251953,420887.94708251953,64,0.0,152.05947436516192
355458.25958251953,4,0,853,0,762,20,213.25,118486.08652750652,118486.08652750652,80,157919.15101392695,2399.719170970555
417992.59185791016,5,0,1052,0,972,20,210.4,104498.14796447754,104498.14796447754,100,128317.48985971938,2516.7910161374593
556079.626083374,5,0,1306,0,1160,20,261.2,139019.9065208435,139019.9065208435,100,119803.60765924487,2348.5845169306544
491571.90322875977,5,0,865,0,488,20,173.0,122892.97580718994,122892.97580718994,100,100176.79794387677,1759.6611895807648
249250.4119873047,5,0,251,0,101,20,50.2,62312.60299682617,62312.60299682617,100,124625.20599365234,1007.0193986792063
5019.903182983398,3,0,84,0,44,20,28.0,2509.951591491699,2509.951591491699,60,3549.607581587495,16733.39045357397
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
487828.01628112793,8,0,1576,0,921,20,197.0,69689.7166115897,69689.7166115897,160,72182.74504698804,3230.646759516524
384618.04389953613,9,0,459,0,101,20,51.0,48077.25548744202,48077.25548744202,180,48479.804568142696,1193.3917487238139
509811.8782043457,5,0,1913,0,1072,20,382.6,127452.96955108643,127452.96955108643,100,146538.11582301318,3752.364512843344
493815.66047668457,6,0,621,0,486,20,103.5,98763.13209533691,98763.13209533691,120,131927.8759496405,1257.5542853390743
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
738999.1283416748,7,0,1289,0,656,20,184.14285714285714,123166.52139027913,123166.52139027913,140,149242.55650375818,1744.2510424775946
638247.4899291992,10,0,502,0,101,20,50.2,70916.38776991103,70916.38776991103,200,98011.01528902419,786.5287493033256
291220.66497802734,19,0,21547,0,1472,20,1134.0526315789473,16178.92583211263,16178.92583211263,380,52163.50074724531,73988.56809019967
229237.79487609863,19,0,848,0,488,20,44.63157894736842,12735.433048672146,12735.433048672146,380,35186.268922581716,3699.2154825880166
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
769590.1393890381,7,0,940,0,488,20,134.28571428571428,128265.02323150635,128265.02323150635,140,146396.3643591585,1221.4293711536466
721579.3132781982,6,0,2005,0,1472,20,334.1666666666667,144315.86265563965,144315.86265563965,120,151695.3064360141,2778.6273291166135
780691.1468505859,11,0,1861,0,659,20,169.1818181818182,78069.1146850586,78069.1146850586,220,77444.63042730588,2383.785197907683
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
667418.0030822754,12,0,577,0,101,20,48.083333333333336,60674.36391657049,60674.36391657049,240,77578.93374656612,864.5256755665771
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
828257.5607299805,7,0,1314,0,679,20,187.71428571428572,138042.92678833008,138042.92678833008,140,154978.11331170678,1586.4630307049813
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
736086.368560791,6,0,540,0,312,20,90.0,147217.2737121582,147217.2737121582,120,115396.45382134813,733.6095641273964
627108.3354949951,21,0,21710,0,1472,20,1033.8095238095239,31355.416774749756,31355.416774749756,420,82312.1287596204,34619.217719157976
524709.2247009277,19,0,1143,0,486,20,60.1578947368421,29150.512483384875,29150.512483384875,380,72959.19508233246,2178.349352732428
517716.1693572998,7,0,2156,0,1472,20,308.0,86286.02822621663,86286.02822621663,164,132538.90361481885,4164.444009304343
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
260742.1875,7,0,4536,0,1472,20,648.0,43457.03125,43457.03125,164,103708.59515588144,17396.494382022473
262777.56690979004,3,0,72,0,32,20,24.0,131388.78345489502,131388.78345489502,72,185811.79950561424,273.99599154031733
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
382815.5994415283,3,0,1043,0,972,20,347.6666666666667,191407.79972076416,191407.79972076416,60,270691.5063090978,2724.5493692565915
849520.206451416,24,0,22485,0,1472,20,936.875,36935.66115006157,36935.66115006157,480,75394.24065995586,26467.881316117837
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
494330.40618896484,8,0,783,0,428,20,97.875,70618.6294555664,70618.6294555664,172,113652.03197992341,1583.9608290263398
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0
856942.6536560059,25,0,1297,0,489,20,51.88,35705.94390233358,35705.94390233358,500,71102.734200919,1513.5201806871924
267145.15686035156,3,0,118,0,78,20,39.333333333333336,133572.57843017578,133572.57843017578,60,188900.15197709855,441.70742747802745
1990.3182983398438,3,0,84,0,44,20,28.0,995.1591491699219,995.1591491699219,60,4.0460974570458275,42204.30474365118
345700.2639770508,4,0,647,0,556,20,161.75,115233.4213256836,115233.4213256836,80,139515.6816190943,1871.563511571258
284165.8592224121,4,0,760,0,665,20,190.0,94721.95307413737,94721.95307413737,80,104432.64768039146,2674.494402950638
576225.996017456,4,0,92,0,32,20,23.0,192075.3320058187,192075.3320058187,92,116950.44786709748,159.65957911626913
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
311274.76692199707,2,0,52,0,32,20,26.0,311274.76692199707,311274.76692199707,52,0.0,167.05498011996193
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
345371.7231750488,6,0,1352,0,734,20,225.33333333333334,69074.34463500977,69074.34463500977,120,107624.58224985756,3914.6227362532222
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
290344.7151184082,8,0,369,0,101,20,46.125,41477.81644548689,41477.81644548689,160,66149.33535886472,1270.9031051228696
521159.17205810547,13,0,10303,0,1472,20,792.5384615384615,43429.931004842125,43429.931004842125,260,86112.07379662234,19769.392063680865
505162.00065612793,11,0,1530,0,487,20,139.0909090909091,50516.20006561279,50516.20006561279,220,69671.42098327531,3028.7313733272986
769099.7123718262,18,0,16076,0,1472,20,893.1111111111111,45241.15955128389,45241.15955128389,384,98170.34683838012,20902.361217147296
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
104089.49851989746,2,0,70,0,50,20,35.0,104089.49851989746,104089.49851989746,40,0.0,672.4981962192757
527882.8144073486,12,0,4803,0,1472,20,400.25,47989.34676430442,47989.34676430442,252,104119.548813486,9098.610276586298
1.0,1,0,46,0,46,46,46.0,0.0,0.0,20,0.0,46000000.0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
613695.8599090576,6,0,1071,0,971,20,178.5,122739.17198181152,122739.17198181152,120,116583.11437597261,1745.1641276490107
440638.30375671387,8,0,1381,0,723,20,172.625,62948.32910810198,62948.32910810198,160,84302.49246475079,3134.089769831904
336830.85441589355,10,0,479,0,101,20,47.9,37425.650490654836,37425.650490654836,200,65475.13737954767,1422.0787487851887
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
996.5896606445312,3,0,84,0,44,20,28.0,498.2948303222656,498.2948303222656,60,704.6953071021483,84287.44880382775
304306.2686920166,18,0,21169,0,1472,20,1176.0555555555557,17900.36874658921,17900.36874658921,360,72408.8195853742,69564.78448830379
315947.2942352295,18,0,827,0,487,20,45.94444444444444,18585.1349550135,18585.1349550135,360,57962.58493375695,2617.5251856541645
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
426878.4523010254,10,0,1846,0,662,20,184.6,47430.939144558375,47430.939144558375,200,66864.85643897715,4324.415978481484
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
573216.438293457,6,0,1741,0,1472,20,290.1666666666667,114643.2876586914,114643.2876586914,120,121870.5451883619,3037.2471612698214
515974.0447998047,6,0,885,0,488,20,147.5,103194.80895996094,103194.80895996094,120,115967.69685172012,1715.2025550885521
332245.3498840332,9,0,517,0,101,20,57.44444444444444,41530.66873550415,41530.66873550415,180,49882.87465191753,1556.0789644774668
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
651410.3412628174,7,0,1313,0,678,20,187.57142857142858,108568.39021046956,108568.39021046956,140,122479.11585773695,2015.626582554142
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
551930.4275512695,8,0,392,0,101,20,49.0,78847.20393589565,78847.20393589565,160,113451.10457346728,710.2344433865926
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
383556.604385376,36,0,42194,0,1472,20,1172.0555555555557,10958.760125296456,10958.760125296456,720,39690.358258087166,110007.23105162819
404397.48764038086,25,0,967,0,487,20,38.68,16849.8953183492,16849.8953183492,500,47181.50916688146,2391.211690365212
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0
