Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Flow IAT Mean,Fwd IAT Mean,Fwd Header Length,Flow IAT Std,Flow Bytes/s,Label
1.0,1,0,59,0,59,59,59.0,0.0,0.0,20,0.0,59000000.0,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
285951.3759613037,19,0,1575,0,1149,20,82.89473684210526,15886.187553405762,15886.187553405762,380,63917.58518095297,5507.929432775789,0
676127.6721954346,6,0,352,0,101,20,58.66666666666666,135225.5344390869,135225.5344390869,120,114645.2301399726,520.6117342557967,0
702982.9025268555,7,0,1485,0,1260,20,212.14285714285717,117163.81708780924,117163.81708780924,140,106315.2835387822,2112.426909192532,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
254175.6629943848,3,0,589,0,537,20,196.33333333333331,127087.83149719238,127087.83149719238,72,179729.33491591606,2317.2950276243096,1
461516.8571472168,2,0,40,0,20,20,20.0,461516.8571472168,461516.8571472168,40,0.0,86.67072368115173,0
1007603.883743286,3473,0,69460,0,20,20,20.0,290.20849186154555,290.20849186154555,69460,515.4703743305976,68935.8200386778,1
7997.751235961914,18,0,360,0,20,20,20.0,470.4559550565832,470.4559550565832,360,1374.3742172463806,45012.65285437472,0
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0,0
409041.4047241211,17,0,375,0,55,20,22.058823529411764,25565.08779525757,25565.08779525757,340,75676.22898447083,916.7776065430824,0
795352.2205352783,8,0,369,0,101,20,46.125,113621.74579075404,113621.74579075404,160,145370.48958440754,463.9453948486623,1
653229.7134399414,9,0,1862,0,653,20,206.88888888888889,81653.71417999268,81653.71417999268,180,104630.28535735582,2850.4520870531314,0
658730.9837341309,7,0,1112,0,477,20,158.85714285714286,109788.4972890218,109788.4972890218,140,132629.46060359146,1688.0942713464533,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
805239.9158477783,5,0,583,0,472,20,116.6,201309.97896194455,201309.97896194455,100,199451.2109159635,724.007824905453,0
552036.2854003906,13,0,4835,0,1472,20,371.9230769230769,46003.02378336588,46003.02378336588,284,90153.82034771996,8758.48223725581,1
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,1
526421.5469360352,14,0,15386,0,1472,20,1099.0,40493.96514892578,40493.96514892578,292,96221.33480895255,29227.527044727016,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
595195.2934265137,4,0,742,0,651,20,185.5,198398.43114217123,198398.43114217123,80,253805.9804974705,1246.649642890047,1
591200.8285522461,7,0,1903,0,1472,20,271.85714285714283,98533.47142537434,98533.47142537434,140,108157.40489928852,3218.872349452106,1
256888.62800598145,2,0,64,0,32,32,32.0,256888.62800598145,256888.62800598145,64,0.0,249.13520110555385,0
899831.2950134277,25,0,1874,0,488,20,74.96,37492.97062555949,37492.97062555949,500,83840.93735457266,2082.612607924505,0
505507.7075958252,4,0,545,0,485,20,136.25,168502.5691986084,168502.5691986084,80,148620.30712031556,1078.1240163320133,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
285781.1450958252,11,0,8496,0,1404,20,772.3636363636364,28578.11450958252,28578.11450958252,220,47294.08097739816,29729.0431709594,0
438504.9343109131,10,0,1986,0,861,20,198.6,48722.77047899034,48722.77047899034,200,116122.44260313029,4529.025433022532,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
432253.360748291,19,0,22187,0,1472,20,1167.7368421052631,24014.07559712728,24014.07559712728,380,76437.8998974307,51328.692879544535,0
202996.73080444336,2,0,79,0,59,20,39.5,202996.73080444336,202996.73080444336,40,0.0,389.1688289113609,0
1010952.9495239258,2671,0,53420,0,20,20,20.0,378.63406349210703,378.63406349210703,53420,735.1740598322386,52841.23264604584,1
331987.1425628662,6,0,1246,0,662,20,207.66666666666663,66397.42851257324,66397.42851257324,120,116908.33182553714,3753.157397546061,1
1032.114028930664,2,0,40,0,20,20,20.0,1032.114028930664,1032.114028930664,40,0.0,38755.40771540772,0
492568.9697265625,44,0,1247,0,317,20,28.34090909090909,11455.092319222384,11455.092319222384,880,36047.36874364134,2531.625166506614,0
1.0,2,0,64,0,32,32,32.0,0.0,0.0,64,0.0,64000000.0,1
311274.76692199707,2,0,52,0,32,20,26.0,311274.76692199707,311274.76692199707,52,0.0,167.05498011996193,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
1.0,2,0,685,0,634,51,342.5,0.0,0.0,40,0.0,685000000.0,0
478785.9916687012,6,0,732,0,489,20,122.0,95757.19833374023,95757.19833374023,120,122528.96064647408,1528.8667854478745,0
705591.6786193848,5,0,1250,0,656,20,250.0,176397.9196548462,176397.9196548462,100,203362.91848188036,1771.562842756092,1
832833.2901000977,6,0,352,0,101,20,58.66666666666666,166566.65802001953,166566.65802001953,120,135649.0570741558,422.65361409567737,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
815684.5569610596,35,0,40799,0,1472,20,1165.6857142857143,23990.722263560576,23990.722263560576,700,65690.04428655424,50018.11012826092,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,1
1.0,3,0,1851,0,1472,188,617.0,0.0,0.0,60,0.0,1851000000.0,0
304952.85987854004,3,0,72,0,32,20,24.0,152476.42993927002,152476.42993927002,72,159068.1068389056,236.1020651804248,0
1044641.4947509766,1871,0,37420,0,20,20,20.0,558.6318153748538,558.6318153748538,37420,1542.911492447433,35820.901417399895,1
811689.3768310547,6,0,1474,0,859,20,245.66666666666663,162337.87536621094,162337.87536621094,120,207728.41569830605,1815.9656169884784,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
360960.9603881836,20,0,21688,0,1472,20,1084.4,18997.94528358861,18997.94528358861,400,58912.49980420263,60084.05999550853,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
869014.5015716553,24,0,22044,0,1472,20,918.5,37783.23919876762,37783.23919876762,480,64607.52166750478,25366.665297451706,1
462698.6980438232,8,0,3411,0,1472,20,426.375,66099.81400626047,66099.81400626047,160,90255.35559112442,7371.968009464631,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
520812.0346069336,9,0,1016,0,428,20,112.88888888888889,65101.5043258667,65101.5043258667,180,114716.37815620136,1950.7997751372889,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
859121.7994689941,7,0,1313,0,678,20,187.57142857142856,143186.96657816568,143186.96657816568,140,192933.81728973752,1528.3048350205277,0
31843.66226196289,2,0,64,0,32,32,32.0,31843.66226196289,31843.66226196289,64,0.0,2009.8190802773245,1
538534.40284729,9,0,477,0,317,20,53.0,67316.80035591125,67316.80035591125,180,179144.49760521867,885.7372852654335,1
431518.3162689209,3,0,60,0,20,20,20.0,215759.15813446045,215759.15813446045,60,42251.204107807,139.0439240651101,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
744655.1322937012,76,0,106363,0,1472,20,1399.5131578947369,9928.73509724935,9928.73509724935,1520,61239.360448633655,142835.24733439845,1
366478.91998291016,6,0,1370,0,752,20,228.33333333333331,73295.78399658203,73295.78399658203,120,135263.76845544347,3738.2777706938414,0
505928.0395507813,4,0,967,0,876,20,241.75,168642.6798502604,168642.6798502604,80,190637.8597058732,1911.3390134664396,1
874870.5387115479,21,0,22151,0,1472,20,1054.809523809524,43743.52693557739,43743.52693557739,420,93678.47366072942,25319.174689117484,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
563937.4256134033,5,0,696,0,585,20,139.2,140984.35640335083,140984.35640335083,100,142075.49521547853,1234.179482312156,1
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
699937.105178833,8,0,369,0,101,20,46.125,99991.01502554756,99991.01502554756,160,119349.81676273856,527.1902250498936,0
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0,0
266855.71670532227,5,0,2065,0,1472,20,413.0,66713.92917633057,66713.92917633057,124,116653.63957573472,7738.264053305982,0
1.0,1,0,59,0,59,59,59.0,0.0,0.0,20,0.0,59000000.0,0
676072.8359222412,9,0,4841,0,1472,20,537.8888888888889,84509.10449028015,84509.10449028015,180,151847.17931035208,7160.47109539066,0
106149.43504333496,6,0,3596,0,1472,20,599.3333333333334,21229.887008666992,21229.887008666992,120,37242.7104134934,33876.77003209628,0
481143.2361602783,5,0,566,0,486,20,113.2,120285.80904006958,120285.80904006958,100,139700.10655662027,1176.3648690500436,1
182025.67100524905,13,0,9909,0,1404,20,762.2307692307693,15168.805917104086,15168.805917104086,260,25590.05303406941,54437.37658142876,0
2027.750015258789,3,0,130,0,55,20,43.333333333333336,1013.8750076293944,1013.8750076293944,60,1433.835786340615,64110.46678424456,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
425216.1979675293,12,0,1184,0,964,20,98.66666666666669,38656.01799704812,38656.01799704812,240,85393.08495189423,2784.4658920787715,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
274193.28689575195,2,0,79,0,59,20,39.5,274193.28689575195,274193.28689575195,40,0.0,288.1179218294857,1
376289.12925720215,6,0,1594,0,790,20,265.6666666666667,75257.82585144043,75257.82585144043,120,111142.47490616835,4236.104304013696,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,1
766788.2442474365,22,0,22500,0,1472,20,1022.7272727272727,36513.725916544594,36513.725916544594,440,90231.99594423256,29343.17286264945,1
333858.4899902344,5,0,1449,0,1329,20,289.8,83464.6224975586,83464.6224975586,100,131492.56174717305,4340.162204778391,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
795534.610748291,73,0,103674,0,1472,20,1420.1917808219175,11049.091815948486,11049.091815948486,1460,52063.53684420665,130319.91141464328,0
316381.45446777344,21,0,20175,0,1472,20,960.7142857142856,15819.072723388672,15819.072723388672,420,56613.251668923935,63767.96021100226,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
555588.960647583,6,0,1413,0,1247,20,235.5,111117.7921295166,111117.7921295166,120,126701.70126918147,2543.247076675239,1
7061.958312988281,3,0,84,0,44,20,28.0,3530.9791564941406,3530.9791564941406,60,2054.4059838150188,11894.717623227549,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,1
826204.5383453369,73,0,82752,0,1472,20,1133.5890410958905,11475.063032574124,11475.063032574124,1472,39093.351091704986,100159.2174326829,1
511168.7183380127,12,0,4803,0,1472,20,400.25,46469.88348527388,46469.88348527388,252,100572.53161363173,9396.114878892087,0
290393.1140899658,2,0,79,0,59,20,39.5,290393.1140899658,290393.1140899658,40,0.0,272.0450181732796,0
71043.72978210449,4,0,196,0,101,20,49.0,23681.243260701496,23681.243260701496,80,25659.071910138544,2758.864161568433,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
601864.8147583008,18,0,17291,0,1472,20,960.6111111111112,35403.812632841225,35403.812632841225,360,79522.22170739378,28729.04276177664,0
246011.49559021,4,0,1751,0,1472,20,437.75,82003.83186340332,82003.83186340332,80,142034.80320275016,7117.5535752878095,1
1.0,1,0,8,0,8,8,8.0,0.0,0.0,0,0.0,8000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
569719.3145751953,10,0,479,0,101,20,47.9,63302.14606391059,63302.14606391059,200,92558.329100005,840.7648955295834,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,1
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
494325.1609802246,16,0,15426,0,1472,20,964.125,32955.01073201498,32955.01073201498,332,85356.46316756842,31206.18009694456,0
567775.9647369385,5,0,899,0,487,20,179.8,141943.99118423462,141943.99118423462,100,126141.13026837003,1583.3710051754726,1
810808.8970184326,28,0,976,0,245,20,34.857142857142854,30029.95914883084,30029.95914883084,572,76433.82874777423,1203.73617456471,0
523975.3723144531,20,0,904,0,489,20,45.2,27577.6511744449,27577.6511744449,400,62760.35752482914,1725.271926439861,1
699936.3899230957,5,0,1230,0,1110,20,246.0,174984.09748077393,174984.09748077393,100,312507.5559934529,1757.302545928701,0
203152.65655517575,2,0,79,0,59,20,39.5,203152.65655517575,203152.65655517575,40,0.0,388.8701301749593,0
499221.5633392334,6,0,918,0,486,20,153.0,99844.31266784668,99844.31266784668,120,114252.76702399728,1838.8628765544652,1
567469.3584442139,7,0,1266,0,1080,20,180.8571428571429,94578.22640736896,94578.22640736896,140,110780.2800906207,2230.957462568362,1
395943.16482543945,8,0,369,0,101,20,46.125,56563.30926077707,56563.30926077707,160,69941.95582087914,931.9519385128976,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
21947.86071777344,4,0,104,0,44,20,26.0,7315.9535725911455,7315.9535725911455,80,6975.06780492991,4738.502824367776,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
272501.46865844727,2,0,79,0,59,20,39.5,272501.46865844727,272501.46865844727,40,0.0,289.90669440764896,0
92556.23817443848,11,0,11261,0,1404,20,1023.7272727272727,9255.623817443848,9255.623817443848,220,19047.219476722963,121666.5696673699,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
492851.73416137695,20,0,22002,0,1472,20,1100.1,25939.564955861944,25939.564955861944,400,80471.74538284254,44642.22904163663,0
710132.8372955322,31,0,40423,0,1472,20,1303.967741935484,23671.094576517746,23671.094576517746,620,87938.77398278822,56923.152792014,0
600512.7429962158,6,0,1276,0,662,20,212.66666666666663,120102.54859924316,120102.54859924316,120,160659.8674933097,2124.850829365399,0
1.0,2,0,16,0,8,8,8.0,0.0,0.0,0,0.0,16000000.0,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
965836.5249633788,33,0,1790,0,971,20,54.24242424242424,30182.39140510559,30182.39140510559,660,70884.51948793321,1853.3157048164755,0
304871.7975616455,19,0,5053,0,1472,20,265.94736842105266,16937.322086758082,16937.322086758082,380,33539.844933993445,16574.179836946958,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0,0
1007241.96434021,3312,0,66240,0,20,20,20.0,304.2108016732739,304.2108016732739,66240,769.9287554827578,65763.74133040641,1
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,1
278252.6016235352,2,0,81,0,61,20,40.5,278252.6016235352,278252.6016235352,40,0.0,291.1023995009751,0
526541.4714813232,65,0,93565,0,1472,77,1439.4615384615386,8227.210491895676,8227.210491895676,1300,40512.12135902864,177697.30413973442,1
262803.316116333,5,0,251,0,101,20,50.2,65700.82902908325,65700.82902908325,100,105390.85053517546,955.0868828797118,1
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0,1
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,1
359702.58712768555,4,0,749,0,658,20,187.25,119900.8623758952,119900.8623758952,80,162305.40898503148,2082.2758212025965,0
286329.984664917,6,0,1631,0,1472,20,271.8333333333333,57265.9969329834,57265.9969329834,120,127172.97177717314,5696.224940984466,1
352082.4909210205,3,0,626,0,555,20,208.66666666666663,176041.24546051025,176041.24546051025,60,248959.91686730465,1777.9924197946696,1
278302.1926879883,7,0,349,0,101,20,49.85714285714285,46383.69878133138,46383.69878133138,140,110826.23651129942,1254.0325199351655,1
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0,0
781858.2057952881,40,0,54116,0,1472,20,1352.9,20047.646302443285,20047.646302443285,800,67317.37684511393,69214.59620028475,0
790975.3322601318,21,0,1183,0,486,20,56.333333333333336,39548.76661300659,39548.76661300659,420,84244.1966561511,1495.6218629722591,0
898.8380432128906,2,0,16,0,8,8,8.0,898.8380432128906,898.8380432128906,0,0.0,17800.75968169761,0
726584.4345092773,10,0,409,0,101,20,40.9,80731.60383436416,80731.60383436416,200,103103.58644867517,562.907737317868,1
227203.6075592041,4,0,584,0,489,20,146.0,75734.53585306804,75734.53585306804,80,116868.24004403576,2570.3817218123304,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
34569.74029541016,2,0,274,0,254,20,137.0,34569.74029541016,34569.74029541016,40,0.0,7926.006896741979,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
121036.05270385742,3,0,60,0,20,20,20.0,60518.02635192871,60518.02635192871,60,3505.606271742122,495.72006571301375,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
802371.0250854492,126,0,183489,0,1472,77,1456.2619047619048,6418.968200683594,6418.968200683594,2520,35895.46961380862,228683.4821589665,0
77960.72959899902,9,0,9048,0,1404,20,1005.3333333333334,9745.091199874878,9745.091199874878,180,27297.504401184284,116058.431553162,0
161622.5242614746,15,0,2119,0,860,20,141.26666666666668,11544.466018676758,11544.466018676758,300,22803.974664040987,13110.796342791056,0
131784.43908691406,13,0,1351,0,1020,20,103.92307692307692,10982.036590576172,10982.036590576172,260,23091.41818075933,10251.5897124166,0
731933.3553314209,39,0,1731,0,971,20,44.38461538461539,19261.40408766897,19261.40408766897,780,57543.07273575448,2364.9694161242314,0
799177.6466369629,73,0,103674,0,1472,20,1420.1917808219175,11099.689536624484,11099.689536624484,1460,46962.68167127431,129725.85061190445,1
398005.00869750977,16,0,355,0,55,20,22.1875,26533.66724650065,26533.66724650065,320,59196.19748013772,891.9485741190904,0
420825.9582519531,7,0,349,0,101,20,49.85714285714285,70137.65970865886,70137.65970865886,140,84077.46749886402,829.3214645068304,0
615025.9971618652,5,0,1804,0,1472,20,360.8,153756.4992904663,153756.4992904663,100,177092.37039505172,2933.2093412714967,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
418087.7208709717,19,0,22245,0,1404,20,1170.7894736842106,23227.09560394287,23227.09560394287,380,68082.9611292182,53206.53750284417,0
424930.8109283447,21,0,1222,0,490,20,58.19047619047619,21246.54054641724,21246.54054641724,420,41900.93754132897,2875.7622854654883,1
572554.8267364502,11,0,557,0,101,20,50.63636363636363,57255.48267364502,57255.48267364502,220,77416.04563925853,972.8325987135374,0
277168.27392578125,3,0,211,0,101,55,70.33333333333333,138584.13696289062,138584.13696289062,60,195987.56602269047,761.2703900465193,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
900376.7967224121,11,0,2749,0,1312,20,249.9090909090909,90037.67967224121,90037.67967224121,220,96279.21241282136,3053.166196649026,1
687015.2950286865,4,0,104,0,32,20,26.0,229005.0983428955,229005.0983428955,104,296955.3381503292,151.37945363451834,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
812976.598739624,3,0,72,0,32,20,24.0,406488.299369812,406488.299369812,72,574861.265914763,88.56343480442516,0
1.0,1,0,40,0,40,40,40.0,0.0,0.0,8,0.0,40000000.0,0
1.0,2,0,66,0,46,20,33.0,0.0,0.0,40,0.0,66000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
520817.2798156738,12,0,4803,0,1472,20,400.25,47347.02543778853,47347.02543778853,252,102692.10286609008,9222.044248800394,1
521456.241607666,84,0,104508,0,1472,20,1244.142857142857,6282.605320574289,6282.605320574289,1680,25161.62276013952,200415.6660927071,0
668953.1803131104,20,0,1363,0,971,20,68.15,35208.06212174265,35208.06212174265,412,75806.72252079872,2037.5118021892563,0
283893.8236236572,8,0,5871,0,1456,20,733.875,40556.26051766532,40556.26051766532,184,92368.86022081772,20680.266745721347,0
263802.52838134766,4,0,231,0,101,20,57.75,87934.17612711589,87934.17612711589,80,102417.20602552612,875.6549886666402,0
805101.6330718994,10,0,2145,0,791,20,214.5,89455.73700798882,89455.73700798882,200,103545.4539861108,2664.259904449158,0
1.0,1,0,1122,0,1122,1122,1122.0,0.0,0.0,20,0.0,1122000000.0,0
736626.148223877,91,0,129495,0,1472,20,1423.021978021978,8184.7349802653,8184.7349802653,1820,52843.24587695843,175794.7370076844,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
1.0,1,0,59,0,59,59,59.0,0.0,0.0,20,0.0,59000000.0,0
544729.2327880859,11,0,725,0,490,20,65.9090909090909,54472.923278808594,54472.923278808594,220,83506.24868850065,1330.9364659745445,1
759305.7155609131,34,0,44826,0,1472,20,1318.4117647058824,23009.264107906456,23009.264107906456,692,72357.75255943189,59035.509783942834,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
477907.1807861328,20,0,21699,0,1472,20,1084.95,25153.00951505962,25153.00951505962,400,54664.44726862225,45404.2141913546,0
614889.38331604,8,0,369,0,101,20,46.125,87841.34047372,87841.34047372,160,76560.91282642762,600.1079381302992,1
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
758463.1443023682,8,0,3018,0,1472,20,377.25,108351.87775748115,108351.87775748115,160,140682.61605119365,3979.0990803857,1
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,1
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
403057.5752258301,14,0,11354,0,1404,20,811.0,31004.42886352539,31004.42886352539,280,67548.82092741417,28169.67276607676,0
317728.99627685547,6,0,1328,0,744,20,221.33333333333331,63545.79925537109,63545.79925537109,120,106491.89697783031,4179.6625915843,0
1002889.87159729,2706,0,54120,0,20,20,20.0,370.7541114962255,370.7541114962255,54120,609.5863357001405,53964.05082225405,1
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,1
685533.0467224121,5,0,1613,0,1420,20,322.6,171383.26168060303,171383.26168060303,100,196859.6194367962,2352.913557868408,1
79105.13877868652,10,0,1291,0,1020,20,129.1,8789.459864298502,8789.459864298502,200,16718.19729953522,16320.052273871202,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
17543.315887451172,2,0,40,0,20,20,20.0,17543.315887451172,17543.315887451172,40,0.0,2280.070669457204,0
510662.317276001,16,0,1388,0,491,20,86.75,34044.154485066734,34044.154485066734,320,45638.22304955867,2718.0388155600263,1
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
508880.8536529541,5,0,1567,0,973,20,313.4,127220.21341323853,127220.21341323853,100,216642.1946739556,3079.3062634434677,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
583855.6289672852,4,0,1439,0,1313,20,359.75,194618.54298909503,194618.54298909503,80,167153.42817674577,2464.650383769154,0
359157.0854187012,5,0,1255,0,660,20,251.0,89789.2713546753,89789.2713546753,100,142679.29539530672,3494.2927508639723,0
112106.5616607666,4,0,609,0,537,20,152.25,37368.8538869222,37368.8538869222,92,29779.4129478527,5432.331444102516,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
65608.97827148438,4,0,334,0,239,20,83.5,21869.659423828125,21869.659423828125,80,26108.21100746935,5090.766672480958,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
352381.70623779297,7,0,1513,0,850,20,216.14285714285717,58730.28437296549,58730.28437296549,140,58951.13664067727,4293.639463164988,1
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,1
1.0,1,0,20,0,20,20,20.0,0.0,0.0,20,0.0,20000000.0,1
556647.0623016357,8,0,369,0,101,20,46.125,79521.00890023368,79521.00890023368,160,114657.13502097916,662.8975970415638,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,1
582483.5300445557,6,0,1310,0,696,20,218.33333333333331,116496.70600891112,116496.70600891112,120,227873.8243907518,2248.990627940664,1
280185.2226257324,2,0,66,0,46,20,33.0,280185.2226257324,280185.2226257324,40,0.0,235.55846158297183,0
192841.2914276123,2,0,68,0,48,20,34.0,192841.2914276123,192841.2914276123,40,0.0,352.6215754758387,0
778147.4590301514,49,0,63561,0,1472,20,1297.1632653061224,16211.405396461489,16211.405396461489,980,69119.1112433218,81682.4616753483,0
502975.4638671875,19,0,1144,0,487,20,60.21052631578947,27943.08132595486,27943.08132595486,380,69075.95905389095,2274.4648241968266,0
1.0,1,0,21,0,21,21,21.0,0.0,0.0,20,0.0,21000000.0,0
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
928574.562072754,10,0,1885,0,732,20,188.5,103174.9513414171,103174.9513414171,200,142483.3257149615,2029.9931497071425,0
263555.76515197754,7,0,419,0,101,20,59.85714285714285,43925.960858662926,43925.960858662926,140,100679.87666346449,1589.796374814213,1
839309.9308013916,6,0,1513,0,1338,20,252.16666666666663,167861.98616027832,167861.98616027832,120,318527.8147949797,1802.6713904783117,0
4996.299743652344,17,0,21653,0,1472,51,1273.7058823529412,312.2687339782715,312.2687339782715,340,792.7896489958772,4333807.2395495325,0
1002435.9226226808,2514,0,50280,0,20,20,20.0,398.9000885884125,398.9000885884125,50280,941.7584524454368,50157.81943293897,1
1.0,1,0,32,0,32,32,32.0,0.0,0.0,32,0.0,32000000.0,0
