ACK Flag Count,Active Max,Active Mean,Active Min,Active Std,Average Packet Size,Bwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Header Length,Bwd IAT Max,Bwd IAT Mean,Bwd IAT Min,Bwd IAT Std,Bwd IAT Total,Bwd Init Win Bytes,Bwd PSH Flags,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Min,Bwd Packet Length Std,Bwd Packet/Bulk Avg,Bwd Packets/s,Bwd RST Flags,Bwd Segment Size Avg,Bwd URG Flags,CWR Flag Count,Down/Up Ratio,ECE Flag Count,FIN Flag Count,FWD Init Win Bytes,Flow Bytes/s,Flow Duration,Flow IAT Max,Flow IAT Mean,Flow IAT Min,Flow IAT Std,Flow Packets/s,Fwd Act Data Pkts,Fwd Bulk Rate Avg,Fwd Bytes/Bulk Avg,Fwd Header Length,Fwd IAT Max,Fwd IAT Mean,Fwd IAT Min,Fwd IAT Std,Fwd IAT Total,Fwd PSH Flags,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Min,Fwd Packet Length Std,Fwd Packet/Bulk Avg,Fwd Packets/s,Fwd RST Flags,Fwd Seg Size Min,Fwd Segment Size Avg,Fwd URG Flags,ICMP Code,ICMP Type,Idle Max,Idle Mean,Idle Min,Idle Std,PSH Flag Count,Packet Length Max,Packet Length Mean,Packet Length Min,Packet Length Std,Packet Length Variance,Protocol,RST Flag Count,SYN Flag Count,Subflow Bwd Bytes,Subflow Bwd Packets,Subflow Fwd Bytes,Subflow Fwd Packets,Total Backward Packets,Total Fwd Packets,Total Length of Bwd Packets,Total Length of Fwd Packets,Total TCP Flow Time,URG Flag Count
3,1.0,1.0,1.0,0.0,40.0,0,0,80,0.0,0.0,0.0,0.0,0.0,0,0,40,40.0,40,0.0,0,2000000.0,0,0.0,0,0,2.0,0,1,0,120000000.0,1.0,0.0,0.0,0.0,0.0,3000000.0,0,0,0,40,0,0.0,0,0.0,0,0,40,40.0,40,0.0,0,1000000.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,40,40.0,40,0.0,0.0,6,0,0,80,2,40,1,2,1,80,40,1.0,0
1,245810.50872802734,245810.50872802734,245810.50872802734,0.0,40.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,325.45394586247966,245810.50872802734,245810.50872802734,245810.50872802734,245810.50872802734,0.0,8.136348646561991,0,0,0,80,245810.50872802734,245810.50872802734,245810.50872802734,0.0,245810.50872802734,0,40,40.0,40,0.0,0,8.136348646561991,1,0.0,0.0,0,0,0,245810.50872802734,245810.50872802734,245810.50872802734,0.0,0,40,40.0,40,0.0,0.0,6,1,0,0,0,80,2,0,2,0,80,245810.50872802734,0
22,1017198.5626220703,1017198.5626220703,1017198.5626220703,0.0,563.695652173913,0,0,412,277540.2069091797,113022.06251356337,0.0,133677.24708898383,1017198.5626220703,0,3,1492,278.1,40,464.20576136977115,0,9.830922267745475,0,236.90000000000003,0,0,0.2730754124116261,0,1,0,12745.790720132007,1017198.5626220703,277540.2069091797,46236.2983010032,0.0,100211.9740195862,22.611121215814592,10,0,0,532,277540.2069091797,64377.24828720093,0.0,116506.74550566197,772526.9794464111,3,1492,783.3846153846154,40,710.235939490244,0,12.780198948069117,0,-0.9230769230769198,742.4615384615385,0,0,0,277540.2069091797,46236.2983010032,0.0,100211.9740195862,6,1492,563.695652173913,40,654.9002307626439,428894.3122529643,6,0,2,2781,10,10184,13,10,13,2781,10184,1017198.5626220703,0
2,1.0,1.0,1.0,0.0,52.0,0,0,80,0.0,0.0,0.0,0.0,0.0,0,1,64,52.0,40,16.97056274847714,0,2000000.0,0,12.0,0,0,0.0,0,1,0,104000000.0,1.0,0.0,0.0,0.0,0.0,2000000.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,64,52.0,40,16.97056274847714,288.0,6,0,0,104,2,0,0,2,0,104,0,1.0,0
0,19505.50079345703,19505.50079345703,19505.50079345703,0.0,91.0,0,0,28,0,0.0,0,0.0,0,0,0,67,67.0,67,0.0,0,51.26758910673251,0,39.0,0,0,0.5826086956521739,0,0,0,9330.701217425316,19505.50079345703,19505.50079345703,19505.50079345703,19505.50079345703,0.0,102.53517821346502,1,0,0,28,0,0.0,0,0.0,0,0,115,115.0,115,0.0,0,51.26758910673251,0,87.0,87.0,0,0,0,19505.50079345703,19505.50079345703,19505.50079345703,0.0,0,115,91.0,67,33.94112549695428,1152.0,17,0,0,67,1,115,1,1,1,67,115,19505.50079345703,0
0,18350.839614868164,18350.839614868164,18350.839614868164,0.0,123.0,0,0,28,0,0.0,0,0.0,0,0,0,67,67.0,67,0.0,0,54.49341942860112,0,39.0,0,0,0.3743016759776536,0,0,0,13405.381179435877,18350.839614868164,18350.839614868164,18350.839614868164,18350.839614868164,0.0,108.98683885720224,1,0,0,28,0,0.0,0,0.0,0,0,179,179.0,179,0.0,0,54.49341942860112,0,151.0,151.0,0,0,0,18350.839614868164,18350.839614868164,18350.839614868164,0.0,0,179,123.0,67,79.19595949289332,6272.0,17,0,0,67,1,179,1,1,1,67,179,18350.839614868164,0
0,3340.9595489501953,3340.9595489501953,3340.9595489501953,0.0,91.0,0,0,28,0,0.0,0,0.0,0,0,0,67,67.0,67,0.0,0,299.3152073075002,0,39.0,0,0,0.5826086956521739,0,0,0,54475.36772996503,3340.9595489501953,3340.9595489501953,3340.9595489501953,3340.9595489501953,0.0,598.6304146150004,1,0,0,28,0,0.0,0,0.0,0,0,115,115.0,115,0.0,0,299.3152073075002,0,87.0,87.0,0,0,0,3340.9595489501953,3340.9595489501953,3340.9595489501953,0.0,0,115,91.0,67,33.94112549695428,1152.0,17,0,0,67,1,115,1,1,1,67,115,3340.9595489501953,0
0,3402.233123779297,3402.233123779297,3402.233123779297,0.0,123.0,0,0,28,0,0.0,0,0.0,0,0,0,67,67.0,67,0.0,0,293.9245970567624,0,39.0,0,0,0.3743016759776536,0,0,0,72305.45087596356,3402.233123779297,3402.233123779297,3402.233123779297,3402.233123779297,0.0,587.8491941135248,1,0,0,28,0,0.0,0,0.0,0,0,179,179.0,179,0.0,0,293.9245970567624,0,151.0,151.0,0,0,0,3402.233123779297,3402.233123779297,3402.233123779297,0.0,0,179,123.0,67,79.19595949289332,6272.0,17,0,0,67,1,179,1,1,1,67,179,3402.233123779297,0
0,503027.67753601074,503027.67753601074,503027.67753601074,0.0,116.5,0,0,28,0,0.0,0,0.0,0,0,0,79,79.0,79,0.0,0,1.9879621831115089,0,51.0,0,0,0.512987012987013,0,0,0,463.1951886649816,503027.67753601074,503027.67753601074,503027.67753601074,503027.67753601074,0.0,3.9759243662230177,1,0,0,28,0,0.0,0,0.0,0,0,154,154.0,154,0.0,0,1.9879621831115089,0,126.0,126.0,0,0,0,503027.67753601074,503027.67753601074,503027.67753601074,0.0,0,154,116.5,79,53.033008588991066,2812.5,17,0,0,79,1,154,1,1,1,79,154,503027.67753601074,0
0,494115.11421203613,494115.11421203613,494115.11421203613,0.0,116.5,0,0,28,0,0.0,0,0.0,0,0,0,79,79.0,79,0.0,0,2.023819897909209,0,51.0,0,0,0.512987012987013,0,0,0,471.55003621284567,494115.11421203613,494115.11421203613,494115.11421203613,494115.11421203613,0.0,4.047639795818418,1,0,0,28,0,0.0,0,0.0,0,0,154,154.0,154,0.0,0,2.023819897909209,0,126.0,126.0,0,0,0,494115.11421203613,494115.11421203613,494115.11421203613,0.0,0,154,116.5,79,53.033008588991066,2812.5,17,0,0,79,1,154,1,1,1,79,154,494115.11421203613,0
19,773903.1314849854,773903.1314849854,773903.1314849854,0.0,389.25,0,0,372,278606.8916320801,96737.89143562317,0.0,133252.13630573268,773903.1314849854,0,2,1492,262.55555555555554,40,491.2283356828856,0,11.629362427737652,0,221.2222222222222,0,0,0.43581704168203617,0,1,0,10059.398499993069,773903.1314849854,247566.69998168945,40731.74376236765,0.0,91824.61055715164,25.84302761719478,8,0,0,452,248664.85595703125,52746.29592895508,0.0,103177.0034928047,527462.9592895508,4,1492,492.90909090909093,40,652.499878091246,0,14.21366518945713,0,-1.0909090909090935,451.81818181818187,0,0,0,247566.69998168945,40731.74376236765,0.0,91824.61055715164,6,1492,389.25,40,582.6736809064338,339508.61842105264,6,0,2,2363,9,5422,11,9,11,2363,5422,773903.1314849854,0
2,1.0,1.0,1.0,0.0,52.0,0,0,80,0.0,0.0,0.0,0.0,0.0,0,1,64,52.0,40,16.97056274847714,0,2000000.0,0,12.0,0,0,0.0,0,1,0,104000000.0,1.0,0.0,0.0,0.0,0.0,2000000.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,64,52.0,40,16.97056274847714,288.0,6,0,0,104,2,0,0,2,0,104,0,1.0,0
0,1.0,1.0,1.0,0.0,40.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,40000000.0,1.0,0,0.0,0,0.0,1000000.0,0,0,0,40,0,0.0,0,0.0,0,0,40,40.0,40,0.0,0,1000000.0,1,0.0,0.0,0,0,0,0,0.0,0,0.0,0,40,40.0,40,0.0,0.0,6,1,0,0,0,40,1,0,1,0,40,1.0,0
0,1.0,1.0,1.0,0.0,40.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,40000000.0,1.0,0,0.0,0,0.0,1000000.0,0,0,0,40,0,0.0,0,0.0,0,0,40,40.0,40,0.0,0,1000000.0,1,0.0,0.0,0,0,0,0,0.0,0,0.0,0,40,40.0,40,0.0,0.0,6,1,0,0,0,40,1,0,1,0,40,1.0,0
0,326578.85551452637,326578.85551452637,326578.85551452637,0.0,91.0,0,0,28,0,0.0,0,0.0,0,0,0,67,67.0,67,0.0,0,3.06204759773714,0,39.0,0,0,0.5826086956521739,0,0,0,557.2926627881595,326578.85551452637,326578.85551452637,326578.85551452637,326578.85551452637,0.0,6.12409519547428,1,0,0,28,0,0.0,0,0.0,0,0,115,115.0,115,0.0,0,3.06204759773714,0,87.0,87.0,0,0,0,326578.85551452637,326578.85551452637,326578.85551452637,0.0,0,115,91.0,67,33.94112549695428,1152.0,17,0,0,67,1,115,1,1,1,67,115,326578.85551452637,0
0,522893.66722106934,522893.66722106934,522893.66722106934,0.0,111.0,0,0,28,0,0.0,0,0.0,0,0,0,67,67.0,67,0.0,0,1.912434712232266,0,39.0,0,0,0.13729508196721313,0,0,0,1061.4012652889076,522893.66722106934,318697.2141265869,130723.41680526733,3003.5972595214844,135987.7978583882,9.56217356116133,4,0,0,112,132347.58377075195,68065.48436482747,3003.5972595214844,64675.519041569525,204196.45309448242,0,122,122.0,122,0.0,0,7.649738848929064,0,94.0,94.0,0,0,0,318697.2141265869,130723.41680526733,3003.5972595214844,135987.7978583882,0,122,111.0,67,24.596747752497688,605.0,17,0,0,67,1,488,4,1,4,67,488,522893.66722106934,0
0,2250.4329681396484,2250.4329681396484,2250.4329681396484,0.0,91.0,0,0,28,0,0.0,0,0.0,0,0,0,67,67.0,67,0.0,0,444.3589363280008,0,39.0,0,0,0.5826086956521739,0,0,0,80873.32641169615,2250.4329681396484,2250.4329681396484,2250.4329681396484,2250.4329681396484,0.0,888.7178726560016,1,0,0,28,0,0.0,0,0.0,0,0,115,115.0,115,0.0,0,444.3589363280008,0,87.0,87.0,0,0,0,2250.4329681396484,2250.4329681396484,2250.4329681396484,0.0,0,115,91.0,67,33.94112549695428,1152.0,17,0,0,67,1,115,1,1,1,67,115,2250.4329681396484,0
0,1143.2170867919922,1143.2170867919922,1143.2170867919922,0.0,67.0,0,0,28,0,0.0,0,0.0,0,0,0,67,67.0,67,0.0,0,874.7245046923879,0,39.0,0,0,1.0,0,0,0,117213.08362877998,1143.2170867919922,1143.2170867919922,1143.2170867919922,1143.2170867919922,0.0,1749.4490093847758,1,0,0,28,0,0.0,0,0.0,0,0,67,67.0,67,0.0,0,874.7245046923879,0,39.0,39.0,0,0,0,1143.2170867919922,1143.2170867919922,1143.2170867919922,0.0,0,67,67.0,67,0.0,0.0,17,0,0,67,1,67,1,1,1,67,67,1143.2170867919922,0
14,765324.3541717529,765324.3541717529,765324.3541717529,0.0,235.6,0,0,292,268684.86404418945,127554.05902862549,0.0,139209.85546187614,765324.3541717529,0,2,1492,326.57142857142856,40,547.9506842599545,0,9.14644877278931,0,284.85714285714283,0,0,1.8317307692307692,0,1,0,4617.649994719631,765324.3541717529,248156.30912780762,54666.02529798235,0.0,104578.03629411489,19.59953308454852,5,0,0,332,248156.30912780762,74048.75755310059,0.0,119113.68673941819,518341.3028717041,4,528,156.0,40,174.79865968757147,0,10.453084311759211,0,-1.5,114.5,0,0,0,248156.30912780762,54666.02529798235,0.0,104578.03629411489,6,1492,235.6,40,389.5053273063156,151714.40000000005,6,0,2,2286,7,1248,8,7,8,2286,1248,765324.3541717529,0
2,1.0,1.0,1.0,0.0,52.0,0,0,80,0.0,0.0,0.0,0.0,0.0,0,1,64,52.0,40,16.97056274847714,0,2000000.0,0,12.0,0,0,0.0,0,1,0,104000000.0,1.0,0.0,0.0,0.0,0.0,2000000.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,64,52.0,40,16.97056274847714,288.0,6,0,0,104,2,0,0,2,0,104,0,1.0,0
14,794666.051864624,794666.051864624,794666.051864624,0.0,248.4,0,0,292,289312.60108947754,132444.34197743735,0.0,145352.3038715969,794666.051864624,0,2,1492,328.0,40,547.1675550810129,0,8.808731647180633,0,286.2857142857143,0,0,1.6055944055944056,0,1,0,4688.76201677072,794666.051864624,252558.23135375977,56761.860847473145,0.0,106279.27840364355,18.875853529672785,5,0,0,332,252349.6150970459,77443.97435869489,0.0,119844.8891375218,542107.8205108643,4,710,178.75,40,232.46305390012287,0,10.067121882492152,0,-1.5,137.25,0,0,0,252558.23135375977,56761.860847473145,0.0,106279.27840364355,6,1492,248.4,40,401.58521600562653,161270.68571428573,6,0,2,2296,7,1430,8,7,8,2296,1430,794666.051864624,0
2,1.0,1.0,1.0,0.0,52.0,0,0,80,0.0,0.0,0.0,0.0,0.0,0,1,64,52.0,40,16.97056274847714,0,2000000.0,0,12.0,0,0,0.0,0,1,0,104000000.0,1.0,0.0,0.0,0.0,0.0,2000000.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,64,52.0,40,16.97056274847714,288.0,6,0,0,104,2,0,0,2,0,104,0,1.0,0
0,1.0,1.0,1.0,0.0,40.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,40000000.0,1.0,0,0.0,0,0.0,1000000.0,0,0,0,40,0,0.0,0,0.0,0,0,40,40.0,40,0.0,0,1000000.0,1,0.0,0.0,0,0,0,0,0.0,0,0.0,0,40,40.0,40,0.0,0.0,6,1,0,0,0,40,1,0,1,0,40,1.0,0
0,1.0,1.0,1.0,0.0,40.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,40000000.0,1.0,0,0.0,0,0.0,1000000.0,0,0,0,40,0,0.0,0,0.0,0,0,40,40.0,40,0.0,0,1000000.0,1,0.0,0.0,0,0,0,0,0.0,0,0.0,0,40,40.0,40,0.0,0.0,6,1,0,0,0,40,1,0,1,0,40,1.0,0
0,1.0,1.0,1.0,0.0,40.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,40000000.0,1.0,0,0.0,0,0.0,1000000.0,0,0,0,40,0,0.0,0,0.0,0,0,40,40.0,40,0.0,0,1000000.0,1,0.0,0.0,0,0,0,0,0.0,0,0.0,0,40,40.0,40,0.0,0.0,6,1,0,0,0,40,1,0,1,0,40,1.0,0
0,1.0,1.0,1.0,0.0,40.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,40000000.0,1.0,0,0.0,0,0.0,1000000.0,0,0,0,40,0,0.0,0,0.0,0,0,40,40.0,40,0.0,0,1000000.0,1,0.0,0.0,0,0,0,0,0.0,0,0.0,0,40,40.0,40,0.0,0.0,6,1,0,0,0,40,1,0,1,0,40,1.0,0
20,4244626.760482788,4244626.760482788,4244626.760482788,0.0,452.6666666666667,0,0,372,4009825.7064819336,530578.3450603485,0.0,1406109.9465636436,4244626.760482788,0,3,634,203.0,40,249.87096670081542,0,2.1203277715226796,0,161.66666666666666,0,0,0.23792160437556972,0,1,0,2239.5373106771767,4244626.760482788,4008818.1495666504,212231.3380241394,0.0,893903.918068708,4.947431466886252,9,0,0,492,58963.775634765625,16327.68457586115,0.0,26144.809026837684,179604.53033447266,5,1492,639.9166666666666,40,662.9086675516859,0,2.8271036953635726,0,-1.0,598.9166666666666,0,0,0,4008818.1495666504,212231.3380241394,0.0,893903.918068708,8,1492,452.6666666666667,40,561.9236009755538,315758.13333333336,6,0,2,1827,9,7679,12,9,12,1827,7679,4244626.760482788,0
3,1.0,1.0,1.0,0.0,40.0,0,0,80,0.0,0.0,0.0,0.0,0.0,0,0,40,40.0,40,0.0,0,2000000.0,0,0.0,0,0,2.0,0,1,0,120000000.0,1.0,0.0,0.0,0.0,0.0,3000000.0,0,0,0,40,0,0.0,0,0.0,0,0,40,40.0,40,0.0,0,1000000.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,40,40.0,40,0.0,0.0,6,0,0,80,2,40,1,2,1,80,40,1.0,0
1,48359.63249206543,48359.63249206543,48359.63249206543,0.0,40.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,1654.2722902852072,48359.63249206543,48359.63249206543,48359.63249206543,48359.63249206543,0.0,41.35680725713018,0,0,0,80,48359.63249206543,48359.63249206543,48359.63249206543,0.0,48359.63249206543,0,40,40.0,40,0.0,0,41.35680725713018,1,0.0,0.0,0,0,0,48359.63249206543,48359.63249206543,48359.63249206543,0.0,0,40,40.0,40,0.0,0.0,6,1,0,0,0,80,2,0,2,0,80,48359.63249206543,0
0,477853.53660583496,477853.53660583496,477853.53660583496,0.0,116.5,0,0,28,0,0.0,0,0.0,0,0,0,79,79.0,79,0.0,0,2.0926914282207476,0,51.0,0,0,0.512987012987013,0,0,0,487.59710277543417,477853.53660583496,477853.53660583496,477853.53660583496,477853.53660583496,0.0,4.185382856441495,1,0,0,28,0,0.0,0,0.0,0,0,154,154.0,154,0.0,0,2.0926914282207476,0,126.0,126.0,0,0,0,477853.53660583496,477853.53660583496,477853.53660583496,0.0,0,154,116.5,79,53.033008588991066,2812.5,17,0,0,79,1,154,1,1,1,79,154,477853.53660583496,0
0,476556.06269836426,476556.06269836426,476556.06269836426,0.0,116.5,0,0,28,0,0.0,0,0.0,0,0,0,79,79.0,79,0.0,0,2.098389000315686,0,51.0,0,0,0.512987012987013,0,0,0,488.92463707355483,476556.06269836426,476556.06269836426,476556.06269836426,476556.06269836426,0.0,4.196778000631372,1,0,0,28,0,0.0,0,0.0,0,0,154,154.0,154,0.0,0,2.098389000315686,0,126.0,126.0,0,0,0,476556.06269836426,476556.06269836426,476556.06269836426,0.0,0,154,116.5,79,53.033008588991066,2812.5,17,0,0,79,1,154,1,1,1,79,154,476556.06269836426,0
28,1891352.4150848389,1891352.4150848389,1891352.4150848389,0.0,256.6896551724138,0,0,652,1032508.373260498,126090.16100565593,0.0,263652.652000069,1891352.4150848389,0,8,557,122.5625,40,147.6540861834398,0,8.459555116428316,0,81.8125,0,0,0.35765092102863394,0,1,0,3935.808017918274,1891352.4150848389,1031548.9768981934,67548.30053874424,0.0,195176.1908103013,15.332943648526323,10,0,0,532,1086662.0540618896,140431.74187342325,0.0,307233.24423560314,1685180.902481079,8,1476,421.7692307692308,40,527.6064116754322,0,6.873388532098007,0,-0.9230769230769198,380.84615384615387,0,0,0,1031548.9768981934,67548.30053874424,0.0,195176.1908103013,16,1476,256.6896551724138,40,392.31711876347794,153912.72167487684,6,0,2,1961,16,5483,13,16,13,1961,5483,1891352.4150848389,0
2,1.0,1.0,1.0,0.0,40.0,0,0,80,0.0,0.0,0.0,0.0,0.0,0,0,40,40.0,40,0.0,0,2000000.0,1,0.0,0,0,0.0,0,0,0,80000000.0,1.0,0.0,0.0,0.0,0.0,2000000.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,40,40.0,40,0.0,0.0,6,1,0,80,2,0,0,2,0,80,0,1.0,0
1,1.0,1.0,1.0,0.0,40.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,1,0,40000000.0,1.0,0,0.0,0,0.0,1000000.0,0,0,0,40,0,0.0,0,0.0,0,0,40,40.0,40,0.0,0,1000000.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0,40,40.0,40,0.0,0.0,6,0,0,0,0,40,1,0,1,0,40,1.0,0
3,259548.18725585938,259548.18725585938,259548.18725585938,0.0,46.0,0,0,132,252682.92427062988,129774.09362792969,6865.262985229492,173819.33523032448,259548.18725585938,0,0,52,44.0,40,6.928203230275509,0,11.55854730375226,0,0.0,0,0,2.5384615384615383,0,1,0,708.9242346301386,259548.18725585938,252682.92427062988,86516.0624186198,0.0,143945.65794866075,15.411396405003012,0,0,0,52,0,0.0,0,0.0,0,0,52,52.0,52,0.0,0,3.852849101250753,0,0.0,0.0,0,0,0,252682.92427062988,86516.0624186198,0.0,143945.65794866075,0,52,46.0,40,6.928203230275509,48.0,6,0,2,132,3,52,1,3,1,132,52,259548.18725585938,0
2,1.0,1.0,1.0,0.0,40.0,0,0,40,0,0.0,0,0.0,0,0,0,40,40.0,40,0.0,0,1000000.0,0,0.0,0,0,1.0,0,1,0,80000000.0,1.0,0.0,0.0,0.0,0.0,2000000.0,0,0,0,40,0,0.0,0,0.0,0,0,40,40.0,40,0.0,0,1000000.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,40,40.0,40,0.0,0.0,6,0,0,40,1,40,1,1,1,40,40,1.0,0
19,1055598.0205535889,1055598.0205535889,1055598.0205535889,0.0,397.95,0,0,332,265981.67419433594,150799.71722194128,0.0,125678.72860724758,1055598.0205535889,0,3,1492,315.125,40,508.1949675075502,0,7.578642479648217,0,273.625,0,0,0.4635895549834498,0,1,0,7539.80193694002,1055598.0205535889,249553.44200134277,55557.79055545205,0.0,95891.73884797296,18.94660619912054,7,0,0,492,280241.2509918213,74151.97112343529,0.0,114671.08451560054,815671.6823577881,3,1492,453.1666666666667,40,637.102650974541,0,11.367963719472325,0,-1.0,412.1666666666667,0,0,0,249553.44200134277,55557.79055545205,0.0,95891.73884797296,6,1492,397.95,40,578.7554228460275,334957.83947368414,6,0,2,2521,8,5438,12,8,12,2521,5438,1055598.0205535889,0
2,1.0,1.0,1.0,0.0,52.0,0,0,80,0.0,0.0,0.0,0.0,0.0,0,1,64,52.0,40,16.97056274847714,0,2000000.0,0,12.0,0,0,0.0,0,1,0,104000000.0,1.0,0.0,0.0,0.0,0.0,2000000.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,64,52.0,40,16.97056274847714,288.0,6,0,0,104,2,0,0,2,0,104,0,1.0,0
19,4357952.59475708,4357952.59475708,4357952.59475708,0.0,473.35,0,0,332,4126305.103302002,622564.6563938686,0.0,1545226.3432755866,4357952.59475708,0,3,636,223.625,40,259.4609453132728,0,1.835724420138153,0,182.125,0,0,0.23300338629851525,0,1,0,2172.3503856809866,4357952.59475708,4126305.103302002,229365.92603984632,0.0,943951.1904519679,4.5893110503453824,9,0,0,492,57461.50016784668,16123.57659773393,0.0,25582.628231259052,177359.34257507324,5,1492,639.8333333333334,40,662.9900360328108,0,2.7535866302072294,0,-1.0,598.8333333333334,0,0,0,4126305.103302002,229365.92603984632,0.0,943951.1904519679,8,1492,473.35,40,568.3704569343744,323044.9763157895,6,0,2,1789,8,7678,12,8,12,1789,7678,4357952.59475708,0
3,1.0,1.0,1.0,0.0,40.0,0,0,80,0.0,0.0,0.0,0.0,0.0,0,0,40,40.0,40,0.0,0,2000000.0,0,0.0,0,0,2.0,0,1,0,120000000.0,1.0,0.0,0.0,0.0,0.0,3000000.0,0,0,0,40,0,0.0,0,0.0,0,0,40,40.0,40,0.0,0,1000000.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,40,40.0,40,0.0,0.0,6,0,0,80,2,40,1,2,1,80,40,1.0,0
1,1.0,1.0,1.0,0.0,40.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,80000000.0,1.0,0.0,0.0,0.0,0.0,2000000.0,0,0,0,80,0.0,0.0,0.0,0.0,0.0,0,40,40.0,40,0.0,0,2000000.0,1,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,40,40.0,40,0.0,0.0,6,1,0,0,0,80,2,0,2,0,80,1.0,0
19,231868.02864074707,231868.02864074707,231868.02864074707,0.0,488.85,0,0,292,60209.27429199219,38644.67144012451,938.1771087646484,28589.01695998238,231868.02864074707,0,3,820,333.7142857142857,40,368.6401652405383,0,30.18958690007969,0,292.0,0,0,0.31393629888455854,0,1,0,42166.22730315416,231868.02864074707,54623.36540222168,12203.580454776162,0.0,22335.91038395312,86.25596257165626,9,0,0,532,56947.70812988281,14809.052149454752,0.0,24775.299281029642,177708.62579345703,5,1492,572.3846153846154,40,642.3110018339428,0,56.066375671576566,0,-0.9230769230769198,531.4615384615385,0,0,0,54623.36540222168,12203.580454776162,0.0,22335.91038395312,8,1492,488.85,40,563.1358885272439,317122.0289473684,6,0,2,2336,7,7441,13,7,13,2336,7441,231868.02864074707,0
2,1003.9806365966797,1003.9806365966797,1003.9806365966797,0.0,52.0,0,0,80,1003.9806365966797,1003.9806365966797,1003.9806365966797,0.0,1003.9806365966797,0,1,64,52.0,40,16.97056274847714,0,1992.0702920921397,0,12.0,0,0,0.0,0,1,0,103587.65518879126,1003.9806365966797,1003.9806365966797,1003.9806365966797,1003.9806365966797,0.0,1992.0702920921397,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,1003.9806365966797,1003.9806365966797,1003.9806365966797,0.0,1,64,52.0,40,16.97056274847714,288.0,6,0,0,104,2,0,0,2,0,104,0,1003.9806365966797,0
13,1019282.8178405762,1019282.8178405762,1019282.8178405762,0.0,267.2857142857143,0,0,292,267852.0679473877,169880.46964009604,0.0,131068.23342185406,1019282.8178405762,0,3,1492,378.7142857142857,40,531.5877833703211,0,6.867573824927219,0,337.0,0,0,2.4298808432630614,0,1,0,3671.2087504110937,1019282.8178405762,267852.0679473877,78406.37060312125,0.0,122081.74994393493,13.735147649854438,4,0,0,292,267852.0679473877,128246.34710947673,0.0,140625.2940877888,769478.0826568604,3,435,155.85714285714286,40,155.38921945813848,0,6.867573824927219,0,-1.7142857142857153,114.14285714285714,0,0,0,267852.0679473877,78406.37060312125,0.0,122081.74994393493,6,1492,267.2857142857143,40,393.623879155925,154939.75824175827,6,0,2,2651,7,1091,7,7,7,2651,1091,1019282.8178405762,0
